counts	number of items in equivalence class	isoforms in equivalence class
171	1	ENST00000526995
5	1	ENST00000527009
3	1	ENST00000527018
1	1	ENST00000527022
1	1	ENST00000527087
2	1	ENST00000527089
1	1	ENST00000527115
12	1	ENST00000527133
2	1	ENST00000527143
32	1	ENST00000527146
7	1	ENST00000527169
17	1	ENST00000527170
1	1	ENST00000527199
37	1	ENST00000527204
1	1	ENST00000527235
41	1	ENST00000527248
7	1	ENST00000527249
11	1	ENST00000527260
6	1	ENST00000527273
1	1	ENST00000527277
4	1	ENST00000527280
1	1	ENST00000527296
29	1	ENST00000527309
2	1	ENST00000527330
1	1	ENST00000527337
5	1	ENST00000527343
5	1	ENST00000527344
2	1	ENST00000527355
10	1	ENST00000527363
2	1	ENST00000527378
6	1	ENST00000527397
4	1	ENST00000527403
8	1	ENST00000527410
29	1	ENST00000527446
140	1	ENST00000527447
1	1	ENST00000527452
1	1	ENST00000527458
6	1	ENST00000527479
9	1	ENST00000527482
2	1	ENST00000527493
11	1	ENST00000527494
2	1	ENST00000527522
32	1	ENST00000527525
1	1	ENST00000527526
1	1	ENST00000527529
5	1	ENST00000527546
15	1	ENST00000527580
9	1	ENST00000527586
4	1	ENST00000527606
90	1	ENST00000527610
476	1	ENST00000527614
2	1	ENST00000527651
1	1	ENST00000527661
1	1	ENST00000527667
4983	1	ENST00000527673
2	1	ENST00000527690
32	1	ENST00000527696
2	1	ENST00000527697
2	1	ENST00000527731
10	1	ENST00000527737
10	1	ENST00000527767
196	1	ENST00000527791
1	1	ENST00000527795
43	1	ENST00000527850
1	1	ENST00000527874
29	1	ENST00000527881
5	1	ENST00000527884
10	1	ENST00000527888
2	1	ENST00000527896
6	1	ENST00000527902
4	1	ENST00000527911
26	1	ENST00000527934
7	1	ENST00000527944
1052	1	ENST00000527958
36	1	ENST00000527972
2	1	ENST00000527979
6	1	ENST00000527985
6	1	ENST00000528004
2	1	ENST00000528014
12	1	ENST00000528021
1	1	ENST00000528041
1	1	ENST00000528048
2	1	ENST00000528057
1	1	ENST00000528070
9	1	ENST00000528071
9	1	ENST00000528082
85	1	ENST00000528097
8	1	ENST00000528105
4	1	ENST00000528106
2	1	ENST00000528107
2	1	ENST00000528117
8	1	ENST00000528120
17	1	ENST00000528125
88	1	ENST00000528164
1	1	ENST00000528180
9	1	ENST00000528192
17	1	ENST00000528203
14	1	ENST00000528206
1	1	ENST00000528209
1	1	ENST00000528218
13	1	ENST00000528239
3	1	ENST00000528244
1	1	ENST00000528264
1	1	ENST00000528272
6	1	ENST00000528288
4	1	ENST00000528302
9	1	ENST00000528313
26	1	ENST00000528314
27	1	ENST00000528328
4	1	ENST00000528349
3	1	ENST00000528355
13	1	ENST00000528361
75	1	ENST00000528364
5	1	ENST00000528367
1	1	ENST00000528378
1	1	ENST00000528396
1	1	ENST00000528410
3	1	ENST00000528413
52	1	ENST00000528416
3	1	ENST00000528420
2	1	ENST00000528423
37	1	ENST00000528439
3	1	ENST00000528444
3	1	ENST00000528448
2	1	ENST00000528450
4	1	ENST00000528469
1	1	ENST00000528481
4	1	ENST00000528489
1	1	ENST00000528498
1	1	ENST00000528501
51	1	ENST00000528509
1	1	ENST00000528513
3	1	ENST00000528522
1	1	ENST00000528538
1	1	ENST00000528542
2	1	ENST00000528555
8	1	ENST00000528586
1	1	ENST00000528588
1	1	ENST00000528632
209	1	ENST00000528634
6	1	ENST00000528641
2	1	ENST00000528655
3	1	ENST00000528657
4	1	ENST00000528665
2	1	ENST00000528674
2	1	ENST00000528679
2	1	ENST00000528700
3	1	ENST00000528723
36	1	ENST00000528724
2	1	ENST00000528736
36	1	ENST00000528737
1	1	ENST00000528743
1	1	ENST00000528750
2	1	ENST00000528759
8	1	ENST00000528770
6	1	ENST00000528776
2	1	ENST00000528780
33	1	ENST00000528798
1	1	ENST00000528802
1	1	ENST00000528830
2	1	ENST00000528845
9	1	ENST00000528847
3	1	ENST00000528848
5	1	ENST00000528850
27	1	ENST00000528865
1	1	ENST00000528882
1	1	ENST00000528884
1	1	ENST00000528898
2	1	ENST00000528931
8	1	ENST00000528947
2	1	ENST00000528964
1	1	ENST00000528974
4	1	ENST00000528981
2	1	ENST00000528993
83	1	ENST00000529006
33	1	ENST00000529010
17	1	ENST00000529024
3	1	ENST00000529030
54	1	ENST00000529032
1	1	ENST00000529051
1	1	ENST00000529063
1	1	ENST00000529068
6	1	ENST00000529073
5	1	ENST00000529113
8	1	ENST00000529120
5	1	ENST00000529154
5	1	ENST00000529167
3	1	ENST00000529180
4	1	ENST00000529184
9	1	ENST00000529185
9	1	ENST00000529191
1	1	ENST00000529192
16	1	ENST00000529196
2	1	ENST00000529225
3	1	ENST00000529228
169	1	ENST00000529230
10	1	ENST00000529248
20	1	ENST00000529259
2	1	ENST00000529275
1	1	ENST00000529276
1	1	ENST00000529306
2	1	ENST00000529307
19	1	ENST00000529308
2	1	ENST00000529313
1	1	ENST00000529344
4	1	ENST00000529368
4	1	ENST00000529374
1	1	ENST00000529384
4	1	ENST00000529411
15	1	ENST00000529419
14	1	ENST00000529479
1	1	ENST00000529494
1	1	ENST00000529499
2	1	ENST00000529523
1	1	ENST00000529530
7	1	ENST00000529543
6	1	ENST00000529548
3	1	ENST00000529601
33	1	ENST00000529611
3	1	ENST00000529631
12	1	ENST00000529635
4	1	ENST00000529655
18	1	ENST00000529657
44	1	ENST00000529689
29	1	ENST00000529694
1	1	ENST00000529702
1	1	ENST00000529717
82	1	ENST00000529726
3	1	ENST00000529728
12	1	ENST00000529742
1	1	ENST00000529744
3	1	ENST00000529768
5	1	ENST00000529771
1	1	ENST00000529772
6	1	ENST00000529790
4	1	ENST00000529792
1	1	ENST00000529801
3	1	ENST00000529807
1	1	ENST00000529839
1	1	ENST00000529840
9	1	ENST00000529844
1	1	ENST00000529857
6	1	ENST00000529866
1	1	ENST00000529871
1	1	ENST00000529876
2	1	ENST00000529903
2	1	ENST00000529907
4	1	ENST00000529927
3	1	ENST00000529937
3	1	ENST00000529964
15	1	ENST00000529974
1	1	ENST00000529985
9	1	ENST00000529987
2	1	ENST00000529988
2	1	ENST00000529990
3	1	ENST00000530005
566	1	ENST00000530019
2413	1	ENST00000530022
7	1	ENST00000530054
232	1	ENST00000530055
1	1	ENST00000530056
2	1	ENST00000530063
3	1	ENST00000530064
41	1	ENST00000530106
1	1	ENST00000530108
3	1	ENST00000530111
15	1	ENST00000530112
2	1	ENST00000530136
4	1	ENST00000530153
5	1	ENST00000530156
34	1	ENST00000530164
412	1	ENST00000530167
1	1	ENST00000530170
5	1	ENST00000530175
2	1	ENST00000530181
14	1	ENST00000530188
1	1	ENST00000530203
1	1	ENST00000530210
3	1	ENST00000530211
21	1	ENST00000530214
1	1	ENST00000530234
1	1	ENST00000530240
8	1	ENST00000530251
17	1	ENST00000530257
1	1	ENST00000530267
7	1	ENST00000530269
1	1	ENST00000530277
2	1	ENST00000530316
24	1	ENST00000530342
4	1	ENST00000530349
1	1	ENST00000530360
2	1	ENST00000530391
1	1	ENST00000530393
1	1	ENST00000530395
14	1	ENST00000530398
79	1	ENST00000530401
6	1	ENST00000530402
8	1	ENST00000530413
2	1	ENST00000530414
104	1	ENST00000530428
2	1	ENST00000530454
6	1	ENST00000530496
5	1	ENST00000530502
3	1	ENST00000530506
1	1	ENST00000530518
3	1	ENST00000530527
1	1	ENST00000530546
1	1	ENST00000530554
7	1	ENST00000530562
114	1	ENST00000530584
12	1	ENST00000530587
11	1	ENST00000530601
2	1	ENST00000530613
44	1	ENST00000530617
1	1	ENST00000530638
1	1	ENST00000530649
1	1	ENST00000530656
17	1	ENST00000530673
4	1	ENST00000530675
22	1	ENST00000530678
2	1	ENST00000530692
1	1	ENST00000530702
18	1	ENST00000530712
609	1	ENST00000530721
6	1	ENST00000530726
22	1	ENST00000530731
3	1	ENST00000530734
1	1	ENST00000530741
3	1	ENST00000530744
1	1	ENST00000530756
11	1	ENST00000530762
10	1	ENST00000530765
4	1	ENST00000530773
1	1	ENST00000530783
6	1	ENST00000530788
31	1	ENST00000530797
1	1	ENST00000530801
2	1	ENST00000530809
1	1	ENST00000530820
2	1	ENST00000530823
4	1	ENST00000530866
1	1	ENST00000530875
1	1	ENST00000530887
3	1	ENST00000530889
1	1	ENST00000530901
1	1	ENST00000530906
1	1	ENST00000530907
13	1	ENST00000530909
23	1	ENST00000530913
1	1	ENST00000530915
19	1	ENST00000530961
1	1	ENST00000530969
5	1	ENST00000530979
59	1	ENST00000530981
1	1	ENST00000531003
3	1	ENST00000531018
21	1	ENST00000531036
19	1	ENST00000531037
1	1	ENST00000531051
8	1	ENST00000531072
2	1	ENST00000531074
2	1	ENST00000531080
4	1	ENST00000531110
4	1	ENST00000531115
133	1	ENST00000531120
34	1	ENST00000531147
6	1	ENST00000531149
15	1	ENST00000531178
2	1	ENST00000531185
49	1	ENST00000531188
6	1	ENST00000531205
2	1	ENST00000531228
43	1	ENST00000531239
3	1	ENST00000531286
2	1	ENST00000531291
5	1	ENST00000531296
2	1	ENST00000531298
2	1	ENST00000531303
1	1	ENST00000531306
1	1	ENST00000531314
2	1	ENST00000531318
1	1	ENST00000531323
74	1	ENST00000531329
2	1	ENST00000531331
1	1	ENST00000531341
2	1	ENST00000531353
18	1	ENST00000531380
4	1	ENST00000531383
4	1	ENST00000531384
2	1	ENST00000531398
1	1	ENST00000531399
24	1	ENST00000531404
9	1	ENST00000531407
90	1	ENST00000531413
3	1	ENST00000531415
1	1	ENST00000531416
6	1	ENST00000531477
5	1	ENST00000531481
3	1	ENST00000531482
17	1	ENST00000531491
6	1	ENST00000531493
8	1	ENST00000531506
3	1	ENST00000531524
34	1	ENST00000531525
1	1	ENST00000531540
9	1	ENST00000531543
1	1	ENST00000531557
1	1	ENST00000531571
1	1	ENST00000531597
3	1	ENST00000531618
12	1	ENST00000531619
4	1	ENST00000531636
1	1	ENST00000531645
3	1	ENST00000531647
1	1	ENST00000531667
4	1	ENST00000531673
5	1	ENST00000531688
3	1	ENST00000531700
170	1	ENST00000531709
3	1	ENST00000531713
3	1	ENST00000531743
2	1	ENST00000531744
1	1	ENST00000531754
1	1	ENST00000531761
1	1	ENST00000531793
17	1	ENST00000531813
101	1	ENST00000531818
1	1	ENST00000531837
5	1	ENST00000531848
8	1	ENST00000531849
1	1	ENST00000531852
1	1	ENST00000531863
27	1	ENST00000531921
3	1	ENST00000531933
8	1	ENST00000531939
1	1	ENST00000531943
12	1	ENST00000531944
1	1	ENST00000531949
1	1	ENST00000531956
2	1	ENST00000531974
1793	1	ENST00000531978
3	1	ENST00000531989
1	1	ENST00000531998
2	1	ENST00000532010
9	1	ENST00000532017
12	1	ENST00000532027
1	1	ENST00000532050
2	1	ENST00000532055
1	1	ENST00000532062
28	1	ENST00000532069
150	1	ENST00000532073
603	1	ENST00000532090
6	1	ENST00000532097
4	1	ENST00000532102
27	1	ENST00000532119
5	1	ENST00000532129
6	1	ENST00000532134
2	1	ENST00000532170
9	1	ENST00000532173
6	1	ENST00000532200
55	1	ENST00000532203
2	1	ENST00000532208
1	1	ENST00000532225
1	1	ENST00000532244
4	1	ENST00000532250
2	1	ENST00000532256
1	1	ENST00000532258
6	1	ENST00000532259
1	1	ENST00000532265
35	1	ENST00000532276
1	1	ENST00000532277
11	1	ENST00000532278
1	1	ENST00000532285
4	1	ENST00000532287
2	1	ENST00000532297
5	1	ENST00000532303
3	1	ENST00000532314
5	1	ENST00000532326
140	1	ENST00000532359
5	1	ENST00000532365
10	1	ENST00000532378
1	1	ENST00000532391
2	1	ENST00000532417
4	1	ENST00000532425
35	1	ENST00000532428
4	1	ENST00000532440
33	1	ENST00000532444
3	1	ENST00000532445
2	1	ENST00000532481
111	1	ENST00000532485
25	1	ENST00000532491
63	1	ENST00000532502
3	1	ENST00000532507
6	1	ENST00000532544
3	1	ENST00000532546
1	1	ENST00000532556
92	1	ENST00000532567
6	1	ENST00000532585
25	1	ENST00000532601
218	1	ENST00000532635
1	1	ENST00000532662
16	1	ENST00000532672
23	1	ENST00000532677
12	1	ENST00000532681
1	1	ENST00000532701
1	1	ENST00000532703
12	1	ENST00000532705
1	1	ENST00000532707
3	1	ENST00000532721
1	1	ENST00000532802
30	1	ENST00000532805
54	1	ENST00000532820
52	1	ENST00000532829
10	1	ENST00000532830
1	1	ENST00000532852
8	1	ENST00000532868
34	1	ENST00000532870
1202	1	ENST00000532872
3	1	ENST00000532917
19	1	ENST00000532933
1	1	ENST00000532947
1	1	ENST00000532956
28	1	ENST00000532971
179	1	ENST00000532972
2	1	ENST00000532984
14	1	ENST00000532993
5	1	ENST00000533012
1	1	ENST00000533014
18	1	ENST00000533018
1	1	ENST00000533045
12	1	ENST00000533058
2	1	ENST00000533068
2	1	ENST00000533076
3	1	ENST00000533127
3	1	ENST00000533133
3	1	ENST00000533141
4	1	ENST00000533154
4	1	ENST00000533166
2	1	ENST00000533172
30	1	ENST00000533182
4	1	ENST00000533190
7	1	ENST00000533193
1	1	ENST00000533202
9	1	ENST00000533211
4	1	ENST00000533217
1	1	ENST00000533243
9	1	ENST00000533244
1	1	ENST00000533252
1	1	ENST00000533263
9	1	ENST00000533285
4	1	ENST00000533290
5	1	ENST00000533297
8	1	ENST00000533306
20	1	ENST00000533310
6	1	ENST00000533325
1	1	ENST00000533347
1	1	ENST00000533359
15	1	ENST00000533361
1	1	ENST00000533363
90	1	ENST00000533400
3	1	ENST00000533404
11	1	ENST00000533410
2	1	ENST00000533412
1	1	ENST00000533419
3	1	ENST00000533439
1	1	ENST00000533442
1	1	ENST00000533449
1	1	ENST00000533454
1	1	ENST00000533463
11	1	ENST00000533464
2	1	ENST00000533465
2	1	ENST00000533486
3	1	ENST00000533495
2	1	ENST00000533501
1	1	ENST00000533540
12	1	ENST00000533544
3	1	ENST00000533550
1	1	ENST00000533557
1	1	ENST00000533596
1	1	ENST00000533602
1	1	ENST00000533603
23	1	ENST00000533608
7	1	ENST00000533626
3	1	ENST00000533628
5	1	ENST00000533629
94	1	ENST00000533632
12	1	ENST00000533642
2	1	ENST00000533645
1	1	ENST00000533678
1	1	ENST00000533712
2	1	ENST00000533729
6	1	ENST00000533753
2	1	ENST00000533756
6	1	ENST00000533761
6	1	ENST00000533770
1	1	ENST00000533783
1	1	ENST00000533792
52	1	ENST00000533794
1	1	ENST00000533805
12	1	ENST00000533820
1	1	ENST00000533839
6	1	ENST00000533861
1	1	ENST00000533862
61	1	ENST00000533871
6	1	ENST00000533904
40	1	ENST00000533907
25	1	ENST00000533968
15	1	ENST00000533969
1	1	ENST00000533971
3	1	ENST00000533977
32	1	ENST00000533986
7	1	ENST00000533988
29	1	ENST00000534025
19	1	ENST00000534028
1	1	ENST00000534029
199	1	ENST00000534030
2	1	ENST00000534047
5	1	ENST00000534061
11	1	ENST00000534064
38	1	ENST00000534073
1	1	ENST00000534084
1	1	ENST00000534103
14	1	ENST00000534124
9	1	ENST00000534136
8	1	ENST00000534141
13	1	ENST00000534176
54	1	ENST00000534180
30	1	ENST00000534182
1	1	ENST00000534190
14	1	ENST00000534208
6	1	ENST00000534230
2	1	ENST00000534234
2	1	ENST00000534249
1	1	ENST00000534285
1	1	ENST00000534300
1	1	ENST00000534301
1	1	ENST00000534312
24	1	ENST00000534313
21	1	ENST00000534319
27	1	ENST00000534341
9	1	ENST00000534343
2	1	ENST00000534347
690	1	ENST00000534355
1	1	ENST00000534372
1	1	ENST00000534396
1	1	ENST00000534405
10	1	ENST00000534408
1	1	ENST00000534410
644	1	ENST00000534440
27	1	ENST00000534482
103	1	ENST00000534488
1	1	ENST00000534521
1	1	ENST00000534552
5	1	ENST00000534574
2	1	ENST00000534579
13	1	ENST00000534599
4	1	ENST00000534600
2	1	ENST00000534603
5	1	ENST00000534628
3	1	ENST00000534649
8	1	ENST00000534668
2	1	ENST00000534686
18	1	ENST00000534690
4	1	ENST00000534746
1	1	ENST00000534750
10	1	ENST00000534751
10	1	ENST00000534753
17	1	ENST00000534763
1	1	ENST00000534764
1	1	ENST00000534775
1	1	ENST00000534784
5	1	ENST00000534797
6	1	ENST00000534812
3	1	ENST00000534820
17	1	ENST00000534905
1	1	ENST00000534911
12	1	ENST00000534929
2	1	ENST00000534965
13	1	ENST00000534980
21	1	ENST00000535000
2	1	ENST00000535087
5	1	ENST00000535107
6	1	ENST00000535111
1	1	ENST00000535135
17	1	ENST00000535140
3	1	ENST00000535234
2	1	ENST00000535246
1	1	ENST00000535283
5	1	ENST00000535297
3	1	ENST00000535307
1	1	ENST00000535503
2	1	ENST00000535542
3	1	ENST00000535545
67	1	ENST00000535549
1	1	ENST00000535599
1	1	ENST00000535657
2	1	ENST00000535710
2	1	ENST00000535715
10	1	ENST00000535813
28	1	ENST00000535820
1	1	ENST00000535838
4	1	ENST00000536003
2	1	ENST00000536006
5	1	ENST00000536020
175	1	ENST00000536441
1	1	ENST00000536582
2	1	ENST00000536667
12506	1	ENST00000536684
10	1	ENST00000536719
1	1	ENST00000536728
10	1	ENST00000536839
6	1	ENST00000536885
10	1	ENST00000536991
4	1	ENST00000537042
6	1	ENST00000537258
1	1	ENST00000537272
5	1	ENST00000537289
303	1	ENST00000537328
66	1	ENST00000537364
2	1	ENST00000537419
1	1	ENST00000537642
7	1	ENST00000537656
4	1	ENST00000537749
5	1	ENST00000537837
1	1	ENST00000538013
4	1	ENST00000538021
3	1	ENST00000538098
12	1	ENST00000538185
2	1	ENST00000538209
1	1	ENST00000538244
2	1	ENST00000538316
6	1	ENST00000538404
1	1	ENST00000538413
20	1	ENST00000538426
7	1	ENST00000538490
1	1	ENST00000538554
9	1	ENST00000538739
53	1	ENST00000538751
1	1	ENST00000538786
1	1	ENST00000538950
1	1	ENST00000538973
1	1	ENST00000538994
1	1	ENST00000539061
32	1	ENST00000539074
3	1	ENST00000539325
6	1	ENST00000539414
1	1	ENST00000539764
145	1	ENST00000539814
3	1	ENST00000539851
1	1	ENST00000539890
5	1	ENST00000539891
7	1	ENST00000540013
6	1	ENST00000540054
8	1	ENST00000540112
12	1	ENST00000540133
10	1	ENST00000540139
47	1	ENST00000540162
4	1	ENST00000540163
2	1	ENST00000540166
10	1	ENST00000540222
4	1	ENST00000540288
1	1	ENST00000540329
3	1	ENST00000540386
101	1	ENST00000540567
3	1	ENST00000540699
4	1	ENST00000540737
1	1	ENST00000540767
2	1	ENST00000540798
13	1	ENST00000540830
16	1	ENST00000540887
8	1	ENST00000540893
2	1	ENST00000540951
1	1	ENST00000540973
8	1	ENST00000541059
2	1	ENST00000541097
7	1	ENST00000541135
1	1	ENST00000541252
2	1	ENST00000541265
1	1	ENST00000541371
16	1	ENST00000541455
11	1	ENST00000541475
33	1	ENST00000541584
2	1	ENST00000541669
1	1	ENST00000541681
3	1	ENST00000541752
4	1	ENST00000541893
1	1	ENST00000542074
1	1	ENST00000542135
4	1	ENST00000542139
12	1	ENST00000542140
2	1	ENST00000542163
4	1	ENST00000542179
1	1	ENST00000542198
5	1	ENST00000542235
13	1	ENST00000542303
12	1	ENST00000542341
3	1	ENST00000542506
2	1	ENST00000542531
2	1	ENST00000542555
46	1	ENST00000542590
1	1	ENST00000542794
1	1	ENST00000542951
2	1	ENST00000542977
3	1	ENST00000543009
1	1	ENST00000543178
1	1	ENST00000543234
4	1	ENST00000543287
66	1	ENST00000543445
58	1	ENST00000543494
3	1	ENST00000543505
25	1	ENST00000543510
12	1	ENST00000543594
2	1	ENST00000543641
3	1	ENST00000543674
2	1	ENST00000543695
1	1	ENST00000543937
5	1	ENST00000543947
9	1	ENST00000543988
1	1	ENST00000544065
3	1	ENST00000544075
1	1	ENST00000544129
17	1	ENST00000544138
71	1	ENST00000544253
8	1	ENST00000544286
1	1	ENST00000544309
3	1	ENST00000544347
1	1	ENST00000544377
131	1	ENST00000544490
2	1	ENST00000544514
2	1	ENST00000544519
2	1	ENST00000544522
2	1	ENST00000544552
1	1	ENST00000544554
2	1	ENST00000544567
9	1	ENST00000544582
2	1	ENST00000544620
1	1	ENST00000544683
2	1	ENST00000544750
436	1	ENST00000544844
8	1	ENST00000544967
10	1	ENST00000544997
1	1	ENST00000545035
3	1	ENST00000545127
3	1	ENST00000545210
13	1	ENST00000545249
3	1	ENST00000545333
1	1	ENST00000545361
11	1	ENST00000545467
7	1	ENST00000545621
1	1	ENST00000545678
26	1	ENST00000545682
1	1	ENST00000545687
169	1	ENST00000545721
8	1	ENST00000545896
4	1	ENST00000545944
12	1	ENST00000545985
1	1	ENST00000546039
1	1	ENST00000546131
4	1	ENST00000546133
4	1	ENST00000546139
22	1	ENST00000546151
1	1	ENST00000546152
2	1	ENST00000546201
5	1	ENST00000555531
5	1	ENST00000556575
2	1	ENST00000562197
4	1	ENST00000565125
14	1	ENST00000576479
1	1	ENST00000578626
4	1	ENST00000578778
1	1	ENST00000581438
1	1	ENST00000583974
2	1	ENST00000584526
691	1	ENST00000587424
104	1	ENST00000602569
16	1	ENST00000607673
1	1	ENST00000608174
1	1	ENST00000608978
1	1	ENST00000610738
13	1	ENST00000610805
1	1	ENST00000612612
1	1	ENST00000613181
4	1	ENST00000613397
1	1	ENST00000613398
19	1	ENST00000614314
5	1	ENST00000614497
1	1	ENST00000614825
3	1	ENST00000614944
56	1	ENST00000616316
2	1	ENST00000616321
5	1	ENST00000616540
5	1	ENST00000616714
6	1	ENST00000616865
9	1	ENST00000617285
2	1	ENST00000617306
2	1	ENST00000617612
24	1	ENST00000617847
16	1	ENST00000618252
1	1	ENST00000618547
2	1	ENST00000618552
10	1	ENST00000619129
3	1	ENST00000619920
1908	1	ENST00000620041
4	1	ENST00000620138
4	1	ENST00000620360
8	1	ENST00000621096
75	1	ENST00000621158
1	1	ENST00000621226
23	1	ENST00000621676
6	1	ENST00000621995
5	1	ENST00000622090
3	1	ENST00000622824
1	1	ENST00000622878
85	1	ENST00000623205
1	1	ENST00000623907
1	1	ENST00000625099
2	1	ENST00000627576
1	1	ENST00000634721
1	1	ENST00000634992
16	1	ENST00000635721
1	1	ENST00000635736
1	1	ENST00000636090
1	1	ENST00000636097
1	1	ENST00000636571
1	1	ENST00000636722
3	1	ENST00000637504
1	1	ENST00000637915
1	1	ENST00000637974
13	1	ENST00000638184
14	1	ENST00000638426
5	1	ENST00000638764
1	1	ENST00000638767
1	1	ENST00000638850
1	1	ENST00000639182
4	1	ENST00000639320
20	1	ENST00000639523
6	1	ENST00000639570
7	1	ENST00000639878
18	1	ENST00000640027
1	1	ENST00000640102
131	1	ENST00000640310
3	1	ENST00000640461
15	1	ENST00000640554
1	1	ENST00000640790
2	1	ENST00000640954
1	1	ENST00000640959
7	1	ENST00000640961
51	1	ENST00000641045
1	1	ENST00000641169
3	1	ENST00000641181
3	1	ENST00000641258
1	1	ENST00000641278
2	1	ENST00000641291
179	1	ENST00000641320
1	1	ENST00000641342
12	1	ENST00000641350
1	1	ENST00000641377
5	1	ENST00000641461
1	1	ENST00000641568
11	1	ENST00000641600
3	1	ENST00000641645
3	1	ENST00000641661
17	1	ENST00000641670
25	1	ENST00000641673
5	1	ENST00000641687
21	1	ENST00000641726
4	1	ENST00000641760
10	1	ENST00000641815
1	1	ENST00000641817
24	1	ENST00000641819
1	1	ENST00000641896
1	1	ENST00000641897
3	1	ENST00000641900
1	1	ENST00000641930
1	1	ENST00000641931
2	1	ENST00000641972
3	1	ENST00000642020
5	1	ENST00000642046
9	1	ENST00000642047
20	1	ENST00000642064
1	1	ENST00000642097
15	1	ENST00000643342
25	1	ENST00000643371
20	1	ENST00000644142
1	1	ENST00000644261
1	1	ENST00000645312
1	1	ENST00000645495
14	1	ENST00000645527
8	1	ENST00000646038
2	1	ENST00000646065
1	1	ENST00000646438
8	1	ENST00000646648
1	1	ENST00000646737
6	1	ENST00000647530
5	1	ENST00000647561
2	1	ENST00000648180
2	1	ENST00000648261
14	1	ENST00000648273
1	1	ENST00000648488
162	1	ENST00000648516
18	1	ENST00000648582
1	1	ENST00000649464
11	1	ENST00000649490
1	1	ENST00000649666
3	1	ENST00000649868
13	1	ENST00000649878
6	1	ENST00000649896
1	1	ENST00000650101
1	1	ENST00000650167
2	1	ENST00000650171
4	1	ENST00000650773
41	1	ENST00000651255
10	1	ENST00000651485
2	1	ENST00000651854
1	1	ENST00000652086
55	1	ENST00000652093
75	1	ENST00000652762
43	1	ENST00000663165
6	1	ENST00000663595
13	1	ENST00000672037
4	1	ENST00000672079
15	1	ENST00000672304
1	1	ENST00000672354
3	1	ENST00000672367
6	1	ENST00000672580
2	1	ENST00000672787
63	1	ENST00000673097
5	1	ENST00000673531
2	1	ENST00000673817
1	1	ENST00000673834
28	1	ENST00000673846
1	1	ENST00000673868
1	1	ENST00000674106
14	1	ENST00000674184
4	1	ENST00000674583
2	1	ENST00000674610
1	1	ENST00000674617
